MATCH	Root	Reconstruction	Gram_number	Gram_gender	Gram_form	Meaning_fr	Pages	Degree_Certainty	Relation_cpt__eg_forms	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_P	Coptic_F	Coptic_F0	Coptic_S0	Coptic_O	Coptic_B0	Coptic_A0	Coptic_M	Coptic_L	Coptic_G	Coptic_B_Gr	Coptic_Sf	Coptic_H	Coptic_A20	Coptic_Hf
2176	šlt.t		f?-dem-unclear			pointe; aiguillon; fource	262	very_likely	same	ϣⲗⲓϭ, ϣϩⲗⲓϭ, ϣⲗⲉϭ	ϣⲗⲓⲧ, ϣⲗⲓϫ																	
2177	šlt.t			f		pointe; aiguillon; fource	261	very_likely	same		ϣⲗⲟⲕϣⲓ																	
2178	šlt.t			f		pointe; aiguillon; fource	261	very_likely	same		ϣⲗⲟⲝ																	
2179	ns.t			f		banc; siège	144	very_likely	same	ⲛⲏⲥⲉ																		
2180	nsb				inf.	mordre; morceau; bouchée	98	very_likely	same		ⲗⲁⲡⲥⲓ																	
2182	nsb				inf.	mordre; morceau; bouchée	98	very_likely	same	ⲗⲉⲯⲉ	ⲗⲁⲡⲥⲓ																	
2183	sdb				inf.	mâcher; ruminer	198	very_likely	same	ⲥⲁⲧⲃⲉ	ⲥⲁⲑⲙⲓ																	
2184	sḏb				inf.	rester; demeurer; laisser; abandonner	278	very_likely	same	ϣⲱϫⲡ	ⲥⲱϫⲡ																	
2188	snṯ.t			f		fondement; fondation; base	191	very_likely	same	ⲥⲛⲧⲉ	ⲥⲉⲛϯ																	
2189	snṯy					créer; fonder	192	very_likely	same	ⲥⲱⲛⲧ	ⲥⲱⲛⲧ																	
2190	nṯr	°naṯīr				dieu	145	very_likely	same	ⲛⲟⲩⲧⲉ	ⲛⲟⲩϯ																	
2191	nṯr.t	*naṯāra.t		f		déesse	145	very_likely	same	ⲛⲧⲱⲣⲉ			ⲛⲧⲱⲣⲉ															
2194	nṯr		pl			dieu	145	very_likely	same	ⲉⲛⲧⲁⲓⲣ, ⲛⲧⲉⲉⲣ							ⲁⲛⲇⲉⲉⲣⲉ											
2196	nṯr		pl			dieu	145	very_likely	same	ⲉⲛⲧⲏⲣ, ⲛⲧⲏⲣ							ⲁⲛⲑⲓⲣ											
2197	nšp				inf.	souffler; effrayer	148	very_likely	same	ⲛⲟⲩϣⲡ	ⲛⲟⲩϣⲡ																	
2199	sšp	ỉešsOpew				instant; moment	268	very_likely	same	ϣⲱⲡ	ϣⲱⲡ																	
2200	mšpn.t	*mašpāna.t		f		gale	129	very_likely	same	ⲙⲉϣⲡⲱⲛⲉ	ⲙⲉϣⲫⲱⲛⲓ																	
2201	mšpn.t	*mašpāna.t		f		gale	129	very_likely	same			ⲙⲁϣⲡⲱⲛⲉ																
2202	nsq				inf.	mordre; piquer	96	very_likely	same	ⲗⲟⲩⲝ, ⲗⲱⲕⲥ, ⲗⲱⲝ, ⲗⲕϭⲥ																		
2203	nsr				inf.	détruire	144	very_likely	same				ⲛⲟⲩⲣⲥ															
2205	nss				inf.	casser; briser; être cassé	99	very_likely	same	ⲗⲱⲱⲥ	ⲗⲱⲥ	ⲗⲟⲩⲥⲉ			ⲗⲱⲱⲥ		ⲗⲱⲥ											
2206	mssb.t			f		aiguille	122	very_likely	same	ⲙⲥⲱⲡⲉ, ⲉⲙⲥⲱⲡⲉ	ⲉⲙⲥⲟⲃⲓ, ⲙⲉⲧⲥⲟⲃⲓ				ⲙⲉⲥⲱⲃⲓ													
2207	šꜣꜥ		NN	NN	prenom.	qui commence	253	very_likely	same	ϣⲁ-																		
2208	šꜣꜥ		NN	NN	prenom.	qui commence	253	very_likely	same	ϣⲁ-	ϣⲁ-																	
2209	šꜣꜥ		NN	NN	prenom.	jusqu'à ce que	266	very_likely	same	ϣⲁⲛⲧ-	ϣⲁⲛⲧ-																	
2210	šꜣꜥ		NN	NN	prenom.	jusqu'à ce que	253	very_likely	same	ϣⲁⲣⲟ'=	ϣⲁⲣⲟ'=																	
2211	stš					Seth	198	very_likely	same									ⲥⲏⲧ										
2212	nw.t			f		espèce de tissu	100	very_likely	same	ⲗⲁⲁⲩ, ⲗⲁⲩ, ⲗⲁⲩⲉ																		
2213	nw					temps	147	very_likely	same	ⲛⲁⲩ	ⲛⲁⲩ																	
2214	nywy					lance	147	very_likely	same		ⲛⲁⲃⲓ, ⲛⲁⲩⲓ																	
2215	nwt					étang; citerne	145	very_likely	same	ⲛⲟⲩⲧ			ⲛⲟⲩⲧ															
2216	nwd.t			f		langes	148	very_likely	same		ⲛⲱⲟⲩϯ																	
2217	nwḥ				inf.	tourner; retourner	148	very_likely	same	ⲛⲟⲩⲟⲩϩ																		
2218	swn	*sawwūnaw				célèbre; bien connu	202	very_likely	same	ⲥⲟⲩⲏⲛ, ⲥⲟⲩⲓⲛ																		
2219	zwnw					médecin	185	very_likely	same	ⲥⲁⲉⲓⲛ	ⲥⲏⲓⲛⲓ																	
2220	swn				inf.	savoir	201	very_likely	same	ⲥⲟⲟⲩⲛ, ⲥⲟⲟⲩⲛⲉ, ⲥⲛⲟⲩⲱⲛ	ⲥⲱⲟⲩⲉⲛ, ⲥⲱⲟⲩⲛ, ⲥⲱⲟⲩⲛⲟⲩ	ⲥⲁⲩⲛⲉ	ⲥⲁⲩⲛⲉ, ⲥⲛⲟⲩⲱⲛ, ⲥⲟⲩⲱⲛ	ⲥⲟⲟⲩⲛⲉ	ⲥⲁⲟⲩⲛ		ⲥⲁⲟⲩⲛ											
2221	swn.t			f		commerce	200	very_likely	same	ⲥⲟⲩⲛⲧ'=	ⲥⲟⲩⲉⲛ'=																	
2222	wš		NN	NN	adv.	sans	148	very_likely	same	ⲛⲟⲩⲉϣⲛ-	ⲛⲟⲩⲉϣⲉⲛ-																	
2223	ꜣbw					Éléphantine	61	very_likely	same	ⲉⲓⲏⲃ, ⲓⲏⲃ																		
2224	nꜥ	°niꜥy-ū; °niꜥū; *niꜥ			inf.	aller; naviguer	136	very_likely	same	ⲛⲁ	ⲛⲁ	ⲛⲁⲁ	ⲛⲁⲁ		ⲛⲉ													
2225	nꜥ				inf.	avoir pitié de (quelqu'un)	136	very_likely	same	ⲛⲁ, ⲛⲁⲁ, ⲛⲁⲉ, ⲛⲁⲓ	ⲛⲁ				ⲛⲉⲉⲓ, ⲛⲉⲓ			ⲛⲓⲉ			ⲛⲉⲉ							
2226	nꜥ	*naꜥy-īt.īy				miséricordieux	136	very_likely	related__not_same	ⲛⲁⲏⲧ	ⲛⲁⲏⲧ						ⲛⲁⲉⲓⲏⲧ											
2227	nꜥ	*naꜥy-ìt-y-ū	pl			miséricordieux	136	very_likely	related__not_same												ⲛⲁⲉⲧⲉ							
2228	nꜥy-y.t			f		pieu	140	very_likely	same	ⲛⲁⲉⲓⲱ	ⲁⲛⲁⲓⲱ																	
2229	nꜥ				inf.	aller; être sur le point de (faire quelque chose); s'apprêter à (fiare quelque chose)	138	very_likely	same	ⲛⲟⲩ, ⲛⲟⲩⲉ	ⲛⲟⲩⲓ																	
2230	tꜣ ꜥb.t	*ꜥaꜣāba.t		f		Tybi (offrande)	210	very_likely	same	ⲧⲱⲃⲉ	ⲧⲱⲃⲓ																	
2231	n ꜥḏꜣ	*n ꜥāḏiꜣ			part.	menteur; menteuse; mensonger; faux	152	very_likely	same	ⲛⲟⲩϫ	ⲛⲟⲩϫ																	
2232	mh.t			f		miracle	110	perhaps	same	ⲙⲟⲉⲓϩⲉ		ⲙⲁⲉⲓϩⲉ	ⲙⲁⲉⲓϩⲉ, ⲙⲁϩⲉⲓⲉ															
2233	mḫꜣ.t	*miḫꜣī.t		f		balance	128	very_likely	same	ⲙⲁϣⲉ	ⲙⲁϣⲓ	ⲙⲁⳉⲉ	ⲙⲁϣⲉ		ⲙⲉϣⲓ													
2234	dy.t nꜥ	*dy.t nꜥ-ā			d-caus.|inf.	broyer; écraser	217	very_likely	same	ⲧⲛⲛⲟ	ⲧⲉⲛⲛⲟ																	
2236	ꜥbw					pour lui faire du mal (ou sim.)	5	perhaps	related__not_same				ⲁⲓⲃⲉ															
2237	bgꜣ				inf.	faire naufrage; couler (bateau); causer le naufrage (d'un navire)	34	very_likely	related__not_same		ⲃⲓϫⲓ		ⲃⲓϭⲉ															
2239	bnd	*banda.t		f		melon; concombre; jardin où on cultive des melons; des concombres	30	very_likely	related__not_same	ⲃⲟⲛⲧⲉ	ⲃⲟⲛϯ																	
2240	bng					nom d'un oiseau	28	very_likely	same	ⲃⲁⲛⲕ																		
2241	ḏdḥw					prison	332	very_likely	same									ϫⲧⲁϩ										
2242	dm				inf.	aiguiser; être tranchant; affilé	215	very_likely	same	ⲧⲱⲙ																		
2245	db					corne; trompette	218	very_likely	same	ⲧⲁⲡ	ⲧⲁⲡ																	
2246	db					piège; trappe; cage pour oiseaux	218	very_likely	same	ⲧⲁⲡ																		
2249	dny			f		digue; limite entre deux champs	217	very_likely	same	ⲧⲏⲛⲉ																		
2250	dny.t			f		part; partie	210	very_likely	same	ⲧⲟⲉ	ⲧⲟⲓ																	
2251	ḏnw					bette; poirée; légume	327	very_likely	same	ϫⲏⲛⲏ, ϫⲛⲉ, ϫⲛⲏ																		
2252	ḏnw					aire à battre; tas de blé	329	very_likely	same	ϫⲛⲟⲟⲩ	ϭⲛⲱⲟⲩ																	
2254	dbr					sanctuaire	211	very_likely	same	ⲧⲁⲃⲓⲣ	ⲧⲁⲃⲓⲣ																	
2255	r-ḏbꜣ		NN	NN	particle	à cause de; en raison de; pour	47	very_likely	same	ⲉⲧⲃⲉ-	ⲉⲑⲃⲉ-																	
2256	ḏnỉr					saleté	331	very_likely	same		ϫⲏⲣⲓ, ϫⲓⲛⲓⲣⲓ																	
2257	ḏnr	*dilli				branche	325	very_likely	same		ϫⲁⲗ				ϫⲁⲗ													
2258	ḏbꜣ					Edfou	210	very_likely	same	ⲧⲃⲱ	ⲑⲃⲱ																	
2260	ḏbꜣ-w		coll			feuillage; feuilles coll.	211	very_likely	same	ⲧⲟⲟⲃϥ																		
2262	ḏbꜥ					myriade; 10000	210	very_likely	same	ⲧⲃⲁ	ⲑⲃⲁ				ⲧⲃⲉ													
2263	dqr; dgꜣ; dgy					plante; légume; fruit	227	very_likely	same	ⲧⲓϭⲉ, ϯϭⲉ	ϫⲓϫⲓ																	
2264	ḏd					Tat; pilier sacré d'Osiris	222	very_likely	same									ⲧⲁⲧ										
2267	ḏfḏf				inf.	brûler; faire cuire	333	very_likely	same	ϫⲟϥϫϥ	ϫⲟϥϫⲉϥ																	
2268	dꜣgy	*dalgāya.t; *dangalāya.t		f		chauve-souris	343	very_likely	same	ϭⲓⲛϭⲗⲱ, ϭⲓⲛϭⲗⲟ, ϭⲓⲛϭⲉⲗⲱ, ϭⲓⲛϭⲗⲟⲩ, ϭⲓⲛⲧⲗⲱ, ϭⲉⲛϭⲉⲗⲱ, ϭⲉⲛϭⲗⲱ, ϭⲛϭⲉⲗⲟ, ⲕⲁⲛⲕⲗⲟ, ϭⲱⲗϭⲉⲗⲱ	ϫⲁⲗϫⲟⲩ, ϫⲉⲗϫⲟⲩ, ϫⲉϫⲟⲩ				ϭⲓⲛϭⲓⲗⲱ, ϭⲉⲣϭⲱ			ϭⲉⲛϭⲗⲱ										
2269	dgdg				inf.	fouler	227	very_likely	same	ⲧⲉϭⲧⲱϭ																		
2270	dgm					ricin	227	very_likely	same	ⲧⲉϭⲙⲉⲥ, ⲧⲓϭⲙⲉⲥ	ϫⲓⲥⲙⲓⲥ																	
2271	ḏr.t			f		milan	220	very_likely	same	ⲧⲣⲉ	ⲑⲣⲉ																	
2272	ḏr.t		pl	f		milan	220	very_likely	same		ⲑⲣⲉⲩ																	
2273	ḏdm.t	*ḏidma.t		f		tas de blé	332	very_likely	same	ϫⲁⲧⲙⲉ		ϫⲉⲧⲙⲉ																
2274	ḏr.t	*ḏāre.t		f		main	219	very_likely	same	ⲧⲱⲣⲉ	ⲧⲱⲣⲓ	ⲧⲱⲣⲉ	ⲧⲱⲣⲉ		ⲧⲱⲗⲓ													
2275	ḏꜣr.t			f		scorpion	337	very_likely	same		ϭⲗⲏ							ϫⲗⲉ										
2276	mtbr					coup de pied	211	perhaps	related__not_same	ⲧⲃⲏⲣ	ⲑⲣⲏⲃ																	
2277	ṯḥy				inf.	toucher; atteindre; se heurter	333	very_likely	same	ϫⲱϩ	ϫⲟϩ																	
2278	dhn.t			f		front	226	very_likely	same	ⲧⲉϩⲛⲉ	ⲧⲉϩⲛⲓ																	
2279	ḏꜣy.t				inf.	être mauvais; mauvais	323	very_likely	same	ϫⲟ																		
2280	ḏw.t	°ḏāwi.t-īy; *ḏàwtiy				misérable; sans valeur	333	very_likely	related__not_same	ϫⲟⲟⲩⲧ					ϫⲁⲩⲧ													
2281	n twn					vraiment; beaucoup; certainment	217	very_likely	same	ⲧⲱⲛⲟⲩ, ⲧⲱⲛⲉ, ⲧⲱⲛⲛⲁ, ⲧⲟⲛⲉ, ⲧⲟⲛⲏ, ⲧⲟⲛⲛⲉ, ⲧⲟⲛⲛⲟⲩ, ⲧⲟⲛⲱ, ⲧⲟⲛⲟⲩ	ⲧⲟⲛⲱ, ⲧⲟⲛⲟⲩ																	
2283	ḏḥty					plomb	226	very_likely	same	ⲧⲁϩⲧ	ⲧⲁϩⲧ																	
2284	ḏḥty					plomb	226	very_likely	same	ⲧⲁϩⲧϩ	ⲧⲁⲧϩ																	
2285	ḏḥw.ty					Thot	58	very_likely	same	ⲑⲟⲟⲩⲧ	ⲑⲱⲟⲩⲧ																	
2286	dḥꜣ					paille hâchée	225	very_likely	same	ⲧⲱϩ	ⲧⲟϩ																	
2287	gmgm	*gamgam			inf.	toucher; tâter	341	very_likely	same	ϭⲟⲙϭⲙ	ϫⲟⲙϫⲉⲙ				ϭⲁⲙϭⲏⲙ													
2288	gꜣš				inf.	verser; fondre; mélanger	349	very_likely	same	ϭⲱϣ	ϫⲱϣ																	
2289	ḥby.t			f		couverture; marquise; tente	288	very_likely	same	ϩⲃⲱ																		
2290	ḥtt					bette; poirée	317	very_likely	same	ϩⲧⲓⲧ, ϩϯⲧ	ϩⲧⲓⲧ, ϩϯⲧ																	
2291	ḥfd				inf.	envoyer	319	very_likely	same	ϩⲉϥⲧ-																		
2292	ḫfḫf				inf.	repandre	277	perhaps	same	ϣⲟϥϣϥ																		
2293	ḥfnw	*ḥaflìlya.t		f		lézard	319	very_likely	same	ϩⲁϥⲗⲉⲉⲗⲉ	ⲁϥⲗⲉⲗⲓ																	
2294	ḫꜣḫꜣ	*ḫāḫaꜣ			inf.	répandre; vanner; chasser	275	very_likely	same	ϣⲱϣ	ϣⲱϣ																	
2295	hm.t			f		cargaison; bachotage; unité de mesure	300	very_likely	same	ϩⲏⲙⲉ, ϩⲙⲙⲉ	ϩⲉⲙⲓ, ϩⲏⲙⲓ						ϩⲓⲙⲉ, ϩⲉⲙⲉ		ϩⲓⲙⲏ									
2297	ḥpt					brasse; toise	307	very_likely	same	ϩⲡⲟⲧ, ϩⲡⲱⲧ	ϩϥⲟⲧ, ϩϥⲱⲧ																	
2299	ḥtp					entourage	316	very_likely	same		ϩⲟⲧⲡ								ϩⲟⲡⲧ									
2301	ḥwꜣ				qual.	être mauvais	318	very_likely	same	ϩⲟⲟⲩ	ϩⲱⲟⲩ																	
2302	ḥz(y)				inf.	bloquer; couvrir; s'approcher; s'attaquer	313	very_likely	same	ϩⲱⲥ																		
2303	hꜣy				inf.	tomber	285	very_likely	same	ϩⲉ	ϩⲉⲓ																	
2304	hꜣw					temps; époque	285	very_likely	same	ϩⲏ	ϩⲏ																	
2305	ḥꜣy					soufflet	291	very_likely	same		ϩⲟⲓ																	
2306	hwty-w					passager	318	very_likely	same	ϩⲟⲩⲏⲧ																		
2307	hwty-w		pl			passager	318	very_likely	same	ϩⲟⲩⲁⲧⲉ																		
2308	ḫꜣy				inf.	mesurer; peser	255	very_likely	same	ϣⲓ	ϣⲓ	ⳉⲓ																
2309	ḥꜣy				inf.	apparaître; fleurir	286	very_likely	same				ϩⲉⲓ															
2310	ḥṯs					animal dont le fiel est utilisé comme médicament	316	very_likely	same	ϩⲏⲧⲥ																		
2311	ḥꜣy					brise	285	very_likely	same																			
2312	ḥty.t			f		mât; pointe (de lance)	315	very_likely	same	ϩⲧⲏ																		
2313	ḥꜣ.t-y					coeur; sens; intelligence; pointe; extrémité; premier; début	314	very_likely	same	ϩⲏⲧ	ϩⲏⲧ																	
2314	ḥꜣ.t-y		pl			coeur; sens; intelligence; pointe; extrémité; premier; début	314	very_likely	same	ϩⲧⲉⲉⲩ		ϩⲉⲧⲉ	ϩⲉⲧⲉ		ϩⲉϯ		ϩⲉⲧⲉ											
2315	ḥw(y)	*ḥāwiy			part.|act.	pluie; pleuvoir	318	very_likely	same	ϩⲱⲟⲩ	ϩⲱⲟⲩ																	
2316	ḥwrꜥ				inf.	dépouiller	318	very_likely	same	ϩⲟⲟⲩⲣⲉ																		
2317	ỉpỉp					troisième mois	45	very_likely	same	ⲉⲡⲏⲡ																		
2320	mḏw	*mȫḏaw				dix	124	very_likely	same	ⲙⲏⲧ	ⲙⲏⲧ																	
2321	mḏw	*mȫḏa.t		f		dix	124	very_likely	same	ⲙⲏⲧⲉ	ⲙⲏϯ																	
2322	mrḫ.t			f		nom d'un récipient	121	very_likely	same	ⲙⲣⲱϣⲉ, ⲙⲣⲱϩⲉ																		
2323	mḫyr					Mekhir (mois)	129	very_likely	same	ⲙⲉⲭⲓⲣ, ⲙϣⲓⲣ	ⲙⲉⲭⲓⲣ, ⲙϣⲓⲣ				ⲙⲉⲭⲓⲗ													
2324	mn					un tel	114	very_likely	same		ⲙⲁⲛ																	
2325	n		NN	NN	adv.	particule de négation	135	very_likely	same	ⲛ	ⲛ																	
2326	nw				inf.	voir	147	very_likely	same	ⲛⲁⲩ	ⲛⲁⲩ																	
2327	strỉ				inf.	éloigner; effaroucher	199	very_likely	same	ⲥⲱⲧⲣ	ⲥⲱⲧⲉⲣ, ⲥⲱⲧⲏⲣ																	
2328	qwr-w	°qāwir-ū; *qawr-ū				esclave	349	very_likely	same	ϭⲟⲟⲩⲣⲉ							ϭⲁⲩⲣⲉ											
2329	sd					queue	197	very_likely	same	ⲥⲁⲧ, ⲥⲏⲧ, ⲥⲉⲉⲧ	ⲥⲁⲧ, ⲥⲏⲧ																	
2330	sḏ.t	*siḏya.t		f		feu	197	very_likely	same	ⲥⲁⲁⲧⲉ, ⲥⲁⲧⲉ	ⲥⲁϯ	ⲥⲉⲉⲧⲉ, ⲥⲉⲧⲉ																
2331	smn					oie du Nil Chenalopex aegyptiaca	189	very_likely	same	ⲥⲙⲟⲩⲛⲉ																		
2332	šmsw	*šamsī.t; *šimšī.t			nom verbal|emphatique	servir; vénérer; adorer; célébrer (le culte)	264	very_likely	same	ϣⲙϣⲉ	ϣⲉⲙϣⲓ																	
2334	šꜣm		pl			beau-père	263	very_likely	same	ϣⲙⲟⲩⲓ	ϣⲙⲱⲟⲩ																	
2335	šꜣm					beau-père	263	very_likely	same	ϣⲟⲙ, ϣⲟⲟⲙ	ϣⲟⲙ, ϣⲱⲙ																	
2336	šꜣm			f		beau-mère	263	very_likely	same	ϣⲱⲙⲓ									ϣⲱⲙⲉ									
2338	šnṯ					requin	267	very_likely	same	ϣⲉⲛⲏⲧ																		
2339	zny	*zanyaw; *zannaw				brigand	191	perhaps	same	ⲥⲟⲟⲛⲉ, ⲥⲟⲛⲓ	ⲥⲟⲛⲉ	ⲥⲁⲛⲉ	ⲥⲁⲛⲉ, ⲥⲁⲛⲓ		ⲥⲁⲁⲛⲓ													
2340	zny		pl			brigand	191	perhaps	same		ⲥⲓⲛⲱⲟⲩⲓ																	
2341	šn.t; š.t			f		cent	254	very_likely	same	ϣⲉ	ϣⲉ																	
2342	šn.t; š.t		du	f		200	254	reconstruction_unclear	same	ϣⲏⲧ	ϣⲏⲧ																	
2344	šny				inf.	être malade	266	very_likely	same	ϣⲱⲛⲉ	ϣⲱⲛⲓ																	
2345	zp					affaire; cas; fois	194	very_likely	same	ⲥⲟⲡ	ⲥⲟⲡ																	
2346	zp		pl			affaire; cas; fois	194	very_likely	same	ⲥⲟⲟⲡ, ⲥⲱⲱⲡ, ⲥⲱⲡ																		
2347	šn					arbre	265	very_likely	same	ϣⲏⲛ	ϣϣⲏⲛ																	
2348	šny					cheveaux; fibres	265	very_likely	same	ϣⲛ-	ϣⲉⲛ-																	
2349	šnwyy.t		coll	f		jardin; verger	265	very_likely	same	ϣⲛⲏ	ϣⲛⲏ																	
2350	šny				inf.	demander; interroger; chercher; saluer	265	very_likely	same	ϣⲓⲛⲉ	ϣⲓⲛⲓ																	
2351	šnw					filet	265	very_likely	same	ϣⲛⲉ	ϣⲛⲉ																	
2352	šnw		pl			filet	265	very_likely	same	ϣⲛⲏⲩ, ϣⲛⲏⲟⲩ																		
2353	špnt	*šapànwet	pl	f		jeune fille	268	perhaps	same	ϣⲡⲟⲛⲟⲩ																		
2354	spr				inf.	prier; demander; consoler	194	very_likely	same	ⲥⲟⲡⲥⲡ	ⲥⲟⲡⲥⲉⲡ, ⲥⲟⲃⲥⲉⲃ																	
2355	spr					côte	194	very_likely	same	ⲥⲡⲓⲣ	ⲥⲫⲓⲣ				ⲥⲡⲓⲗ													
2356	spr		pl			côte	194	very_likely	same	ⲥⲡⲓⲣⲟⲟⲩⲉ	ⲥⲫⲓⲣⲱⲟⲩⲓ				ⲥⲡⲓⲗⲁⲩⲉⲓ													
2357	znf	*zanūf				sang	193	very_likely	same	ⲥⲛⲟϥ	ⲥⲛⲟϥ	ⲥⲛⲁϥ	ⲥⲛⲁϥ		ⲥⲛⲁϥ		ⲥⲛⲟⲩϥ				ⲥⲛⲁϥ							
2358	znf	*zanūf-y-ū	pl			sang	193	very_likely	same	ⲥⲛⲱⲱϥ	ⲥⲛⲱϥ	ⲥⲛⲱϥ, ⲥⲛⲟⲟϥ					ⲥⲛⲟⲟϥ											
2359	špt; ḫpt				inf.	avoir honte; humilier	268	perhaps	same	ϣⲓⲡⲉ	ϣⲓⲡⲓ																	
2361	syr	°sayyāraw; *sēyārō; *sēyārō; *syārō				eunuque	185	very_likely	same	ⲥⲓⲟⲩⲣ	ⲥⲓⲟⲩⲣ																	
2362	sr					cheveux; bande; poils	195	very_likely	same	ⲥⲓⲣ																		
2363	sr.t			f		épine; dard	195	very_likely	same	ⲥⲟⲩⲣⲉ	ⲥⲟⲩⲣⲓ																	
2364	štꜣ	°šatāꜣ; *šatàꜣ; *šatìꜣ				fourrée	271	very_likely	same						ϣⲧⲁ													
2365	štꜣ	*šātiꜣ; *šȫteꜣ				la planète Jupiter	271	very_likely	same									ϣⲱⲧ										
2366	zꜣw					Saï	182	very_likely	same	ⲥⲁⲓ	ⲥⲁ																	
2367	zꜣ	*zaꜣīy				fils	182	very_likely	same									ⲥⲓ-										
2368	zꜣy					poutre	185	very_likely	same	ⲥⲟⲓ	ⲥⲟⲓ																	
2369	sꜣ					dos	185	very_likely	same	ⲥⲟⲓ	ⲥⲟⲓ																	
2370	sꜣsꜣ				inf.	renverser; tomber; être renversé	197	very_likely	same	ⲥⲱⲥ	ⲥⲱⲥ, ⲥⲱⲥⲓ																	
2371	ꜣ.t	*ꜣī.t'=		f	prepron.	force; temps	56	very_likely	same									ⲏⲧ'=										
2372	ꜣb; ỉꜣf.t		coll	f		ongle; griffe; sabot; dard	61	very_likely	same	ⲉⲓⲉⲃⲏ																		
2373	ꜣb; ỉꜣf.t	*yiyb-ū; *yīb-ū; *yīby-ū				ongle; griffe; sabot; dard	61	very_likely	same	ⲉⲓⲃ, ⲉⲓⲉⲓⲃ	ⲓⲏⲃ																	
2375	ꜥbꜥ	*baꜥbaꜥ			inf.	se vanter; mépriser; bafouer	24	very_likely	same	ⲃⲁⲁⲃⲉ																		
2376	ꜥtḫ				inf.	filtrer	252	very_likely	same		ⲱϧⲧ																	
2377	ꜣbḏw					Abydos	40	very_likely	same	ⲉⲃⲱⲧ								ⲁⲃⲟⲧ, ⲁⲃⲱⲧ										
2378	ꜣbḫ	*ꜣibḫa.t		f		oubli; négligence; sommeil	249	very_likely	related__not_same	ⲃϣⲉ	ⲉⲃϣⲓ																	
2380	ꜣbḫ				inf.	ignorer; oublier; ne pas se soucier; négliger	249	very_likely	same	ⲱⲃϣ	ⲱⲃϣ			ⲱⲃⳋ														
2381	ꜥb					corne	307	very_likely	same	ϩⲱⲃ	ϩⲱⲃ, ϩⲱⲡ																	
2382	ꜣfꜥ; ꜥfy	*ꜣāfiꜥ; *ꜥafiy				avide	21	uncertain	same		ⲁϥ-																	
2383	ꜥꜣ	*yāꜥaꜣ; *yàꜥꜣat; *yàꜥaꜣat				âne; ânesse	60	very_likely	same	ⲉⲓⲱ	ⲓⲱ				ⲓⲱ													
2384	ꜥꜣ	*yāꜥaꜣ; *yàꜥꜣat; *yàꜥaꜣat		f		âne; ânesse	60	very_likely	same	ⲉⲱ, ⲉⲉⲓⲱ, ⲉⲟⲩ, ⲉⲓⲟⲩ, ⲓⲟⲩ	ⲉⲱ, ⲉⲉⲓⲱ, ⲉⲟⲩ, ⲉⲓⲟⲩ, ⲓⲟⲩ																	
2385	ꜥꜣ	*yvꜥāꜣvw; *yvꜥaꜣwvt; *aꜥaꜣū; *yvꜥꜣàw	pl			âne; ânesse	60	very_likely	same	ⲉⲟⲟⲩ, ⲉⲱⲟⲩ, ⲉⲟⲟⲩⲉ, ⲉⲓⲱⲟⲩⲉ, ⲉⲉⲩ, ⲉϩⲉⲩ, ⲉⲁⲩⲉ, ⲁⲁⲩ	ⲉⲟⲟⲩ, ⲉⲱⲟⲩ, ⲉⲟⲟⲩⲉ, ⲉⲓⲱⲟⲩⲉ, ⲉⲉⲩ, ⲉϩⲉⲩ, ⲉⲁⲩⲉ, ⲁⲁⲩ																	
2386	ꜣbḫ				inf.	être chaud; brûler (intr.); brûler (trans.); fondre (un métal); stimuler; inciter	95	very_likely	same	ⲗⲱⲃϣ			ⲗⲱⲃϣ															
2387	ꜥḏ					extrémité; rive opposée	47	very_likely	same		ⲉⲁⲧ, ⲁⲧ, ⲁⲁⲧ, ⲏⲁⲧ, ⲓⲁⲧ				ⲁⲉⲧ						ⲁⲉⲧ, ⲁⲉⲧⲉ							
2388	ꜥꜣm		pl			berger	9	very_likely	same	ⲁⲙⲏⲩ	ⲁⲙⲏⲟⲩ				ⲁⲙⲁⲩⲉⲓ													
2389	ꜥꜣm	*ꜥaꜣmé				berger	9	very_likely	same						ⲁⲙⲏ		ⲁⲙⲉ											
2390	dy.t ꜥḏꜣ	*dy.t ꜥḏꜣ-ā			inf.	accuser; juger; condamner	226	very_likely	same	ⲧⲁϫⲟ																		
2391	ꜥꜣpp	*ꜥappāpaw				géant	19	very_likely	same		ⲁⲫⲱⲫ, ⲁⲫⲟⲫⲓ, ⲁⲫⲟⲡⲓ																	
2392	ꜥḏ				inf.	graisse	251	very_likely	same	ⲱⲧ	ⲱⲧ																	
2393	ꜥꜥm					nom d'une drogue	9	very_likely	same	ⲁⲁⲙ																		
2395	ꜣḥ.t; ꜥḥ.t; ỉḥ.t	*yāḥ-a.t		f		champ	69	very_likely	same	ⲉⲓⲱϩⲉ	ⲓⲟϩⲉ																	
2396	ꜣḥ.t; ꜥḥ.t; ỉḥ.t	*yaḥ-we.t	pl	f		champ	69	very_likely	same	ⲉⲓⲁϩⲟⲩ, ⲉⲓⲁϩⲟⲩⲉ																		
2398	ꜥff					mouche	21	very_likely	related__not_same	ⲁϥ	ⲁϥ	ⲉϥ	ⲉϥ					ⲉϥ										
2399	ꜥgn					support de jarre	24	very_likely	same	ⲁϭⲟⲛ			ⲁϭⲁⲛ															
