MATCH	Root	Reconstruction	Gram_number	Gram_gender	Gram_form	Meaning_fr	Pages	Degree_Certainty	Relation_cpt__eg_forms	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_P	Coptic_F	Coptic_F0	Coptic_S0	Coptic_O	Coptic_B0	Coptic_A0	Coptic_M	Coptic_L	Coptic_G	Coptic_B_Gr	Coptic_Sf	Coptic_H	Coptic_A20	Coptic_Hf
612	ḥtp				inf.	s'accorder; se coucher	316	very_likely	same	ϩⲱⲧⲡ	ϩⲱⲧⲡ																	
613	ḥtr(ỉ)	°ḥatr-īỉ; *ḥatr-ìỉ			part.|pass.	jumeau	7	very_likely	same	ϩⲁⲧⲣⲉ	ⲁⲑⲣⲉ																	
614	ḥtr(ỉ)		pl		part.|pass.	jumeau	7	very_likely	same	ϩⲁⲧⲣⲉⲉⲩ	ⲁⲑⲣⲉⲩ																	
616	ḥtr			f		nombril; hernie	316	very_likely	same	ϩⲉⲧⲣⲉ																		
617	ḥtr	*hatàꜣ				cheval	315	very_likely	same	ϩⲧⲟ	ϩⲑⲟ																	
618	ḥtr	*ḥatār-ū	pl			cheval	315	very_likely	same	ϩⲧⲱⲣ, ϩⲧⲱⲱⲣ, ϩⲧⲱⲱⲣⲉ	ϩⲑⲟⲣ	ϩⲧⲟⲩⲣⲉⲩⲉ																
621	ḥtr					impôt; taxe	315	very_likely	same	ϩⲱⲧⲉ	ϩⲱϯ																	
622	ḫtr	*ḫatartar			inf.	troubler; déranger; presser; être excité; troublé	273	very_likely	related__not_same	ϣⲧⲟⲣⲧⲣ	ϣⲑⲟⲣⲧⲉⲣ	ⳉⲧⲁⲣⲧⲣⲉ			ϣⲧⲁⲗⲧⲉⲗ													
623	ḥꜣ					partie arrière (de la tête, etc.)	285	very_likely	same		ϩⲏ																	
626	ḥꜣ.t	*ḥaꜣīya.t		f		début; partie avant	285	very_likely	same	ⲉϩⲏ, ϩⲏ, ϩⲓⲏ	ϩⲏ	ⲉϩⲓ, ⲉϩⲓⲉⲓ, ϩⲉⲓ, ϩⲓ																
627	ḥꜣw.t-y					premier	318	very_likely	same	ϩⲟⲩⲉⲓⲧ	ϩⲟⲩⲓⲧ																	
628	ḥꜣw.t-y		pl			premier	318	very_likely	same	ϩⲟⲩⲁⲧⲉ	ϩⲟⲩⲁϯ																	
629	ḥꜣw.t-y			f		premère	318	very_likely	same	ϩⲟⲩⲉⲓⲧⲉ	ϩⲟⲩⲁϯ																	
630	ḥtꜣw					voile	315	very_likely	same	ϩⲱⲧ	ϩⲱⲧ																	
631	ḥꜣy					à nu	23	very_likely	same	ⲁϩⲏⲩ	ⲁϩⲏⲟⲩ																	
632	ḥꜣ					être nu	317	very_likely	same	ϩⲏⲩ																		
633	ḥwn.t			f		pupille de l'oeil	7	very_likely	same	ⲁⲗⲟⲩ	ⲁⲗⲗⲟⲩ	ⲁⲗⲟⲩ																
635	ḥꜣt				inf.	couler	290	very_likely	related__not_same																			
636	ḥꜣw	°ḥawāꜣ; *ḥawàꜣ				surplus; majorité; plus; davantage	317	very_likely	same	ϩⲟⲩⲟ	ϩⲟⲩⲟ																	
640	ḥꜣ.t			f		tombeau	287	very_likely	same				ϩⲱ															
642	ḫyy	*ḫayīya.t		f		longueur	259	very_likely	related__not_same	ϣⲓⲏ, ϣⲓⲏⲉ	ϣⲓⲏ	ⳉⲓⲉ, ϩⲓⲉⲓ			ϣⲓⲏⲉⲓ		ϣⲓⲉ, ϣⲓⲏ											
643	ḫyy	*ḫājī; *ḫāyiy				partie supérieure	259	very_likely	related__not_same	ϣⲱⲓ																		
645	ḫꜣy.t			f		pot	258	very_likely	same	ϣⲓⲱ	ϣⲓⲱ																	
646	ḫꜣ	*ḫaꜣ				mille	255	very_likely	same	ϣⲟ	ϣⲟ	ⳉⲟ			ϣⲁ													
647	ḫꜣwt					extasié; en fureur	259	very_likely	same	ϣⲟⲉⲓⲧ																		
648	ḫꜣ					chemin	321	very_likely	same			ⳉⲟ																
649	ḫꜣ		pl			chemin	321	very_likely	same			ⳉⲟⲟⲩ, ⳉⲟⲟⲩⲉ, ⳉⲱⲟⲩ, ⳉⲱⲟⲩⲉ																
650	ḫꜣyb.t	*ḫūbya.t		f		ombre; protection; tente	291	very_likely	same		ϧⲏⲃⲓ, ϧⲏⲓⲃⲓ	ⳉⲁⲉⲓⲃⲉ	ϩⲁⲉⲓⲃⲉ	ϧⲟⲉⲓⲃⲉ	ϩⲏⲓⲃⲓ													
651	ḫꜣyb.t	*ḫūbya.t		f		ombre; protection; tente	291	very_likely	same	ϩⲁⲉⲓⲃⲉⲥ, ϩⲟⲓⲃⲉⲥ																		
652	ḫꜣ.t-y	*ḫūyti.t		f		entrée; pylône; parvis	293	very_likely	same	ϩⲁⲉⲓⲧ							ϩⲁⲓⲉⲓⲧ, ϩⲁⲓⲧ, ϩⲉⲉⲓⲧ, ϩⲏⲉⲓⲧ, ϩⲏⲓⲉⲓⲧ, ϩⲟⲉⲓⲧ											
653	ḫꜣḫꜣ				inf.	gratter; démanger	320	very_likely	same	ϩⲱϩ	ϧⲱϧ																	
654	ẖꜥ.t			f		carrière	285	very_likely	same																			
656	dy.t hby	*dy.t hby-ā			d-caus.|inf.	humilier; diminuer; violer	57	very_likely	same	ⲑⲃⲃⲓⲟ	ⲑⲉⲃⲓⲟ																	
657	hꜣb					chose; affaire; travail	288	very_likely	same	ϩⲱⲃ	ϩⲱⲃ																	
658	hꜣb				inf.	envoyer; message; mission	288	very_likely	same	ϩⲱⲃ	ϩⲱⲃ																	
659	hꜣb-y-w.t		pl	f		chose; affaire; travail	288	very_likely	same	ϩⲱⲃ	ϩⲱⲃ																	
660	ḥ(ꜣ)b; ḥꜣm	*ḥallūbaw				filet	297	very_likely	same	ϩⲁⲗⲓⲃ																		
661	ḥꜣd					fosse	292	very_likely	same	ϩⲉⲓⲉⲓⲧ, ϩⲓⲉⲓⲧ, ϩⲓⲧ	ϩⲓⲧ	ϩⲓⲉⲓⲧ	ϩⲓⲉⲓⲧ, ϩⲓⲧ															
662	ẖt.t				inf.	arracher	321	very_likely	same			ⳉⲁⲧⲉ																
663	ḥꜣg				inf.	être agréable	299	very_likely	same								ϩⲗⲱϭϥ											
665	ḥꜣg				inf.	être doux; agréable	298	very_likely	same	ϩⲗⲟϭ, ϩⲗⲟϫ																		
666	ḥꜣg	*ḥālig			part.|act.	doux	298	very_likely	same	ϩⲱⲗϭ																		
667	hꜣmw				inf.	être, devenir maigre; s'affaiblir	300	very_likely	same	ϩⲱⲱⲙⲉ																		
668	ḥꜣp	*ḥaꜣīpa.t			part.|pass.	crypte; chambre souterraine	306	very_likely	same		ϩⲏⲡⲓ																	
669	ḥꜣp				inf.	cacher; se cacher; être caché	307	very_likely	same	ϩⲱⲡ																		
670	ḥqꜣ					sobre; modéré; légitime (< régner)	293	very_likely	related__not_same																			
671	ẖꜣr.t; ḥꜣyy.t	*ẖiꜣy-a.t; *ḥiꜣy-a.t		f		veuvage	292	very_likely	related__not_same			ϩⲁⲉⲓⲥ																
672	ḫꜣs				inf.	traîner; enlever; ramper; boîter; trace d'un serpent	203	perhaps	same	ⲥⲱϣⲉ																		
673	ḥꜣ.t-y					pointe; extremité	315	very_likely	same	ϩⲏⲧ	ϩⲏⲧ																	
674	ḥꜣ.t-y		pl		prepron.	pointe; extremité	315	very_likely	same	ϩⲧⲉⲉⲩ																		
675	ḥḏy				inf.	bouger; frotter; pétrir; percer	315	very_likely	same	ϩⲟⲧ, ϩⲱⲧ, ϩⲱⲧⲉ	ϩⲟⲧ																	
676	ḫꜣtrw	*ḫattāl			nominal form?	ichneumon	258	very_likely	same		ϣⲁⲑⲟⲩⲗ, ϣⲁⲑⲱⲗ							ϧⲁⲧⲟⲩⲗ										
677	hꜣṯs	*haṯsaw				nom d'un récipient	317	very_likely	same	ϩⲁⲧⲥ, ϩⲟⲧⲥ																		
678	hꜣw					profit; avantage	317	perhaps	same	ϩⲏⲩ	ϩⲏⲟⲩ																	
679	ḫꜣꜥ				inf.	mettre; poser; placer	71	very_likely	same	ⲕⲱ	ⲭⲟ																	
680	ḫꜣꜥ	*ḫaꜣꜥīỉ; *ḫaꜣꜥiỉ			part.|pass.	dernier (< laissé; délaissé)	284	very_likely	same	ϩⲁⲉ, ϩⲁⲏ, ϩⲁⲓⲉ	ϧⲁⲉ, ϧⲁⲏ, ϧⲁⲓⲉ																	
681	ḫꜣꜥ		pl		part.|pass.	dernier (< laissé; délaissé)	284	very_likely	same	ϩⲁⲉⲉⲩ	ϧⲁⲉⲩ																	
682	ḫꜣꜥ				inf.	cueillir; arracher	296	very_likely	same	ϩⲱⲱⲗⲉ							ϩⲱⲗⲉ											
684	ḫꜣꜥ			f	part.|pass.	dernier (< laissé; délaissé)	284	very_likely	same	ϩⲁⲉⲓⲏ	ϧⲁⲓⲏ																	
685	ḥꜥ-w	*ḥāꜥū'=	pl		prepron.	même; les membres	318	very_likely	same	ϩⲱⲱ'=	ϩⲱ'=	ϩⲟⲩⲟⲩ'=	ϩⲱⲟⲩ'=															
686	ḫꜥw					rouleau	253	very_likely	same																			
687	ḫꜥy	*ḫiꜥya.t			inf.	se lever; apparaître; briller	253	very_likely	same	ϣⲁ, ϣⲁⲁ	ϣⲁⲓ	ⳉⲁⲉ	ϣⲁⲉⲓⲉ		ϣⲏⲓ, ϣⲉⲉⲓ													
688	ẖꜣb			f		faucille	246	perhaps	same		ⲭⲣⲟⲃⲓ																	
689	ḥꜣm	*ꜥayma.t		f		hameçon	155	very_likely	same	ⲟⲉⲓⲙⲉ	ⲱⲓⲙⲓ																	
690	ḥꜣm	*ḥayma.t	pl	f		hameçon	155	very_likely	same		ϩⲱⲓⲙⲓ																	
692	ẖꜥq; ẖqꜥ					tonte des brebis	294	very_likely	related__not_same	ϩⲕⲁ																		
694	ẖꜥq	*ẖāꜥak; *ẖāqaꜥ			inf.	raser	294	very_likely	same	ϩⲱⲱⲕ, ϩⲱⲱⲕⲉ	ϧⲱⲕ, ϧⲱⲕⲓ																	
697	ḫꜥr					peau; cuir; bourse; couverture; parchemin	269	very_likely	same	ϣⲁⲁⲣ	ϣⲁⲣ	ⳉⲁⲁⲣⲉ			ϣⲉⲉⲗ													
698	y		NN	NN	part.	oui; en fait	5	very_likely	same	ⲁⲓⲟ, ⲁⲓⲱ					ⲁⲓⲁ	ⲁⲓⲟ												
699	ỉwy		pl			eaux	68	very_likely	related__not_same	ⲉⲓⲟⲩⲉ, ⲉⲓⲟⲟⲩⲉ																		
700	ỉby				inf.	avoir soif; soif	61	very_likely	same	ⲉⲓⲃⲉ	ⲓⲃⲓ																	
701	ỉb	*ỉūb				coeur	243	very_likely	same									ⲩⲃ'=										
702	ỉbḥ	*ỉabḥa.t		f		dent	154	very_likely	related__not_same	ⲟⲃϩⲉ		ⲁⲃϩⲉ	ⲁⲃϩⲉ															
703	ỉꜣd.t	*yaꜣāda.t		f		rosée	68	very_likely	same	ⲉⲓⲱⲧⲉ	ⲓⲱϯ																	
704	ỉf					chair; viande	21	very_likely	same	ⲁⲁϥ, ⲁϥ, ⲉϥ					ⲁⲁϥ													
705	ỉf	*afūy	pl			chair; viande	21	very_likely	same	ⲁϥⲟⲩⲓ	ⲁϥⲟⲩⲓ				ⲁϥⲟⲩⲓ													
706	ỉfd.t			f		quatre	21	very_likely	same	ⲁϥⲧⲉ																		
707	gp; ỉgp			f		nuage; averse	345	very_likely	same	ϭⲏⲡⲉ	ϭⲏⲡⲓ																	
708	ỉh; ỉhỉ		NN	NN	part.	oui; vraiment	22	very_likely	same	ⲁϩⲁ, ⲁϩⲉ	ⲁϩⲁ, ⲁϩⲏ				ⲁϩⲏ													
709	ỉḥ		pl			boef; vache	42	very_likely	same	ⲉϩⲟⲟⲩ, ⲉϩⲏⲩ	ⲉϩⲉⲩ, ⲉϩⲱⲟⲩ				ⲁϩⲁⲩ													
710	ỉḥ					boef; vache	42	very_likely	same	ⲉϩⲉ	ⲉϩⲉ																	
712	ỉḫm; ꜥḫm	°ỉāḫima.t; *ꜥaḫma.t		f		suie; noir de fumée	20	very_likely	same		ⲁϣⲙⲓ																	
713	ḫmḫm				inf.	écraser; détrire	283	very_likely	same		ϧⲟⲙϧⲉⲙ																	
714	šmỉ			f		pente; précipice	264	perhaps	same	ϣⲱⲱⲙⲉ, ϣⲱⲙⲉ	ϣⲱⲙⲓ																	
715	ḫmꜣꜣ					peu; petit	262	very_likely	same	ϣⲏⲙ, ϣⲙ	ϣⲏⲙ	ⳉⲏⲙ					ϩⲙ											
716	ḥꜣm; ḥym			f		paume; main creuse	292	very_likely	same	ϩⲓⲱⲙⲉ, ϩⲓⲟⲙⲉ, ϩⲱⲙⲉ			ϩⲱⲙⲉ															
718	ỉỉ; yy	*ỉīyi.t; *yīꜣi.t			inf.	venir	59	very_likely	same	ⲉⲓ	ⲓ																	
719	dy.t ỉw	*dy.t ỉw-ā			d-caus.|inf.	envoyer; produire; annoncer; raconter	223	very_likely	same	ⲧⲁⲟⲩⲟ																		
722	my; ỉ-m				imper.	come!	9	very_likely	same	ⲁⲙⲏⲉⲓⲧⲛ		ⲁⲙⲏⲉⲓⲛⲉ	ⲁⲙⲏⲉⲓⲛⲉ															
723	my; ỉ-m				imper.	come!	9	very_likely	same	ⲁⲙⲟⲩ	ⲁⲙⲟⲩ																	
725	my				imper.	take!	107	very_likely	same		ⲙⲉ																	
728	ỉm		NN	NN	adv.	là; là-bas	126	very_likely	same	ⲙⲁⲩ, ⲙⲙⲁⲩ	ⲙⲁⲩ, ⲙⲙⲁⲩ																	
729	mḥ				inf.	saisir; s'emparer	11	very_likely	same	ⲁⲙⲁϩⲉ	ⲁⲙⲁϩⲓ	ⲁⲙⲁϩⲉ																
730	ỉmn.t.t	*yamīna.t-ī.t; *ỉamÌntit		f		les enfers	11	very_likely	same	ⲁⲙⲛⲧⲉ	ⲁⲙⲉⲛϯ	ⲁⲙⲛⲧⲉ, ⲉⲙⲛⲧⲉ	ⲉⲙⲛⲧⲉ					ⲁⲙⲛⲧⲉ										
731	ỉmn.t-y	*yamìntīy				Occident; occidental	43	very_likely	same	ⲉⲙⲛⲧ	ⲉⲙⲉⲛⲧ																	
732	ỉmn	*ỉammānaw				Amoun	10	very_likely	same	ⲁⲙⲟⲩⲛ	ⲁⲙⲟⲩⲛ																	
733	ỉms.t			f		aneth	43	very_likely	same	ⲉⲙⲓⲥⲉ	ⲁⲙⲓⲥⲓ																	
734	ỉmskꜣ-w					un poisson du Nil	43	very_likely	same	ⲉⲙⲉϣϭⲉ																		
735	ỉn; ỉwnꜣ		NN	NN	adv.	complétant la negation	11	very_likely	same	ⲁⲛ	ⲁⲛ	ⲉⲛ	ⲉⲛ		ⲉⲛ													
736	ỉ-nw				imper.	regarde	14	very_likely	same	ⲁⲛⲁⲩ	ⲁⲛⲁⲩ																	
737	ỉn.t			f		cargaison	19	very_likely	same		ⲁⲟⲩⲓⲛ, ⲁⲩⲁⲛ																	
738	jn.t			f		cargaison	19	very_likely	same	ⲁⲩⲁⲛ	ⲁⲟⲩⲓⲛ																	
739	ỉny	*ỉini.t		f		apporter; amener	64	very_likely	same	ⲉⲓⲛⲉ	ⲓⲛⲓ																	
740	dy.t ỉny	*dy.t ỉny-à-w			d-caus.|inf.	envoiyer; faire qu'ils apportent	217	very_likely	same	ⲧⲛⲛⲟⲟⲩ																		
741	ỉny-w					entrave; lien pour les pieds	65	perhaps	same	ⲉⲓⲛⲉ		ⲉⲓⲛⲉ																
742	ỉwn					couleur	19	very_likely	same	ⲁⲩⲁⲛ	ⲁⲟⲩⲁⲛ				ⲁⲟⲩⲏⲛ	ⲁⲩⲁⲛ	ⲁⲩⲁⲁⲛ, ⲁⲟⲩⲉⲓⲛ											
743	ỉny				inf.	imiter; ressembler	64	very_likely	related__not_same	ⲉⲓⲛⲉ	ⲓⲛⲓ																	
744	ỉbnw					alun	154	very_likely	same	ⲟⲃⲛ	ⲱⲃⲉⲛ																	
746	ꜥrf					enclos (pur brebis)	172	very_likely	same		ⲣⲃⲉ, ⲉⲣⲃⲓ																	
747	ỉnbꜣ					être muet	118	very_likely	same		ⲉⲃⲟ																	
748	ỉnbꜣ		pl			être muet	118	very_likely	same		ⲉⲃⲱⲟⲩ						ⲉⲃⲟⲟⲩⲉ											
750	ỉnḥ					terme de tissage: entourage ou sim.	14	very_likely	same	ⲁⲛⲁϩ																		
751	ỉnḥ	*ꜥenḥ-ū	pl			sourcil	44	very_likely	same	ⲉⲛϩ																		
752	ỉnḥ-w	*ỉanḥaw				cour; enclos	155	very_likely	same	ⲟⲛϩ	ⲟⲛϩ						ⲁⲛϩ, ⲁⲁⲛϩ, ⲁⲛⲉϩ, ⲁⲛⲁϩ, ⲁⲛⲛϩ											
753	ỉnk				pron.	moi	12	very_likely	same	ⲁⲛⲟⲕ	ⲁⲛⲟⲕ	ⲁⲛⲁⲕ	ⲁⲛⲁⲕ		ⲁⲛⲁⲕ			ⲁⲛⲟⲕ										
754	ỉnm					peau	12	very_likely	same		ⲁⲛⲟⲙ																	
755	ỉn m		NN	NN	adv.	qui? quoi? quelqu'un; quelque chose	142	very_likely	same	ⲛⲓⲙ	ⲛⲓⲙ																	
756	ỉnn		pl		pron.	nous	13	very_likely	same	ⲁⲛⲟⲛ	ⲁⲛⲟⲛ	ⲁⲛⲁⲛ	ⲁⲛⲁⲛ		ⲁⲛⲁⲛ													
757	ll					collier; bracelet ou sim	97	very_likely	same		ⲗⲏⲗ																	
759	ỉnnk; ỉnk	*yanānik			part.|act.	conyza; herbe aux puces	44	very_likely	same	ⲉⲛⲟⲩⲛⲅ																		
760	ỉnnk; ỉnk	*yanānik			part.|act.	conyza; herbe aux puces	44	very_likely	same	ⲉⲛⲅ	ⲉⲛⲟⲩⲕ																	
761	ỉnpw					Anubis	13	very_likely	same	ⲁⲛⲟⲩⲡ	ⲁⲛⲟⲩⲡ							ⲁⲛⲟⲩⲡ										
762	ỉnq	*ỉnqqy.t; *ꜥnqqy.t		f	part.|pass. ?	annulaire	12	very_likely	related__not_same		ⲁⲛⲕⲟⲕⲓ, ⲁⲛⲕⲟⲩⲕⲓ, ⲉⲛⲕⲟⲕⲓ																	
763	ỉnq				inf.	sauter; se lever ( < se ramasser?)	250	very_likely	same	ⲱⲛⲕ																		
764	yl; ynr					coupe pour deviner	62	perhaps	same	ⲓⲏⲗ																		
765	ỉnr	*ỉānaỉ				pierre	249	very_likely	same	ⲱⲛⲉ	ⲱⲛⲓ																	
767	ỉp.t	*yapya.t		f		nom d'une mesure	65	very_likely	same	ⲉⲓⲟⲡⲉ																		
769	ỉp.t	ỉabya.t		f		boisseau; une mesure	155	very_likely	same	ⲟⲉⲓⲡⲉ	ⲱⲓⲡⲓ																	
770	ỉp				inf.	compter; calculer	250	very_likely	same	ⲱⲡ	ⲱⲡ																	
771	ỉp.t			f		nombre	15	very_likely	same	ⲁⲡⲥ, ⲏⲡⲥ, ⲉⲡⲥ	ⲏⲡⲥ, ⲉⲡⲥ		ⲁⲡⲥ															
773	ỉpt					coupe	15	very_likely	same	ⲁⲡⲟⲧ	ⲁⲫⲟⲧ		ⲉⲡⲁⲧ		ⲁⲡⲁⲧ													
774	ỉpn				pron.	ce (...)-ci	65	very_likely	same									ⲉⲓⲡⲛ										
775	ỉpꜣ					colorant rouge; prob. garance	14	very_likely	same	ⲁⲡⲉⲓ																		
776	ỉqmw				inf.	être triste, morose; faner	249	very_likely	same	ⲱⲕⲙ	ⲱⲕⲉⲙ																	
780	ỉry					compagnon; ami	46	very_likely	same	ⲏⲣ	ⲏⲣ																	
781	ỉry'=w		pl			leur camarades	37	very_likely	same	ⲉⲣⲏⲩ	ⲁⲣⲏⲟⲩ	ⲉⲣⲏⲩ	ⲉⲣⲏⲩ		ⲁⲗⲏⲟⲩ, ⲁⲣⲏⲩ													
782	ỉ-ỉry				imper.	fais! faites!	15	very_likely	same	ⲁⲣⲓ, ⲁⲣⲓⲣⲉ	ⲁⲣⲓ	ⲁⲣⲓ	ⲁⲣⲓ		ⲁⲗⲓ													
784	ỉry	°yīri.t; *yīri.t			inf.	faire	65	very_likely	same	ⲉⲓⲣⲉ	ⲓⲣⲓ	ⲉⲓⲣⲉ	ⲉⲓⲣⲉ					ⲉⲓⲣⲉ										
785	ỉr			f		bread	46	very_likely	same		ⲉⲣⲓ																	
786	r dy.t ỉry	*r-dy.t yar-à-			d-caus.|inf.	prefix de l'infinitif causatif	48	very_likely	same	ⲉⲧⲣⲉ-	ⲉⲑⲣⲉ-		ⲁⲧⲣⲉ-															
787	dy.t ỉry	*dy.t yar-à-			d-caus.|inf.	causer	220	very_likely	same	ⲧⲣⲟ	ⲑⲣⲟ																	
788	ỉrr	*ỉarrīr; *ỉarrìr			inf.	faire continuellement; avoir l'habitude de faire	169	very_likely	same		ⲣⲁ				ⲗⲁ													
789	r dy.t ỉry	*r-dy.t yary-à-			d-caus.|inf.	prefix de l'infinitif causatif	48	very_likely	same			ⲁⲧⲉ-																
790	ỉr.t	*ỉirỉa.t; *ỉiꜣ[ỉ]a.t		f		eye	60	very_likely	same	ⲉⲓⲁ																		
792	ỉrp					vin	54	very_likely	same	ⲏⲣⲡ	ⲏⲣⲡ	ⲏⲣⲡ	ⲏⲣⲡ		ⲏⲣⲡ													
793	ỉrp		pl			vin	54	very_likely	same	ⲉⲣⲡ																		
794	yrr				inf.	briller; rayonner; répandre des rayons	62	very_likely	same	ⲉⲓⲉⲗⲉⲗ, ⲉⲓⲉⲗⲉⲓⲉⲗ	ⲓⲉⲗⲉⲗ, ⲉⲗⲉⲗ																	
795	ỉrṯ.t			f		lait	46	very_likely	same	ⲉⲣⲱⲧⲉ	ⲉⲣⲱϯ				ⲉⲣⲱϯ	ⲁⲣⲱϯ												
796	ỉz; ỉs	*ỉizyaw				vieux	16	very_likely	same	ⲁⲁⲥ, ⲁⲡⲁⲥ	ⲁⲡⲁⲥ	ⲉⲥ	ⲉⲥ		ⲉⲥ, ⲉⲥ, ⲉⲉⲥ													
797	ỉsy	*ỉasìy			inf.	s'alléger; être léger; guérir	17	very_likely	same	ⲁⲥⲁⲓ	ⲁⲥⲓⲁⲓ		ⲁⲥⲓⲉ, ⲉⲥⲓⲉ															
798	ỉsw	*ỉas[y]'=Owet	pl ?			prix; valeur	16	very_likely	same	ⲁⲥⲟⲩ		ⲉⲥⲟⲩ	ⲁⲥⲱ, ⲉⲥⲟⲩ															
800	ỉs		NN	NN	part.	voici	67	very_likely	same	ⲉⲓⲥ	ⲓⲥ																	
801	ỉs-tw		NN	NN	part.	particule; voici cela (?)	67	perhaps	same	ⲉⲓⲥⲧⲉ																		
803	ỉsk				inf.	hesiter; tarder	251	very_likely	same	ⲱⲥⲕ																		
804	ỉt					orge	67	very_likely	same	ⲉⲓⲱⲧ	ⲓⲱⲧ																	
805	ỉt	*yātiy				père	67	very_likely	same	ⲉⲓⲱⲧ	ⲓⲱⲧ																	
806	ỉt	*yaty-ū	pl		part.|act.	père	67	very_likely	same	ⲉⲓⲟⲟⲧⲉ, ⲉⲓⲟⲧⲉ	ⲓⲟϯ																	
808	ỉtḥ	°ỉatāḥ; *ỉatāḥ				fardeau; charge	4	very_likely	same		ⲁⲑⲁϩ																	
809	ỉtḥ		pl			fardeau; charge	4	very_likely	same		ⲁⲑⲁⲩϩ																	
813	dy.t ỉtḥ	*dy.t ỉtḥ-ā			d-caus.|inf.	empêcher; restraindre	223	very_likely	same	ⲧⲁⲧϩⲟ																		
814	ỉtḥ				inf.	attacher; joindre; coudre; tresser; tisser	251	very_likely	same	ⲱⲧϩ	ⲱⲧϩ																	
816	ỉtn					sol; terre; poussière	68	very_likely	same	ⲉⲓⲧⲛ	ⲓⲧⲉⲛ																	
818	ỉtrw.w	*ĕytirw-ĕw; *ĕỉtirw-ĕw	coll			canal; cours d'eau	67	very_likely	same	ⲉⲓⲉⲣⲏ																		
819	ỉw.t-y				pron.	qui n'a pas; qui est dépourvu	6	very_likely	same								ⲁⲓⲧ											
820	ỉw.t-y				pron.	qui n'a pas; qui est dépourvu	6	very_likely	same	ⲁⲧ	ⲁⲧ																	
821	ỉw					chien	56	very_likely	same								ⲏⲩ											
822	ỉwd.t			f		compagnie; société	19	very_likely	same	ⲁⲩⲏⲧ, ⲁⲟⲩⲏⲧ																		
823	(r) ỉwd	*(r)-ỉawdāw'=	NN	NN	prep.	parmi; entre	238	very_likely	same	ⲟⲩⲧⲱ'=, ⲟⲩⲧⲉ-	ⲟⲩⲧⲱ'=, ⲟⲩⲧⲉ-																	
824	ỉwnw					Héliopolis	249	very_likely	same	ⲱⲛ	ⲱⲛ																	
825	ỉwr				inf.	concevoir; devenir enceinte	248	very_likely	same	ⲱⲱ	ⲱ																	
826	ỉwryy.t			f		dolique; fève	15	very_likely	same	ⲁⲣⲱ, ⲟⲩⲣⲱ	ⲟⲩⲣⲱ				ⲁⲣⲱ, ⲟⲩⲣⲱ													
827	ỉwꜣyy.t	*yawāꜣa.t		f		gage; servante	48	very_likely	same	ⲉⲩⲱ, ⲟⲩⲱ	ⲁⲟⲩⲱ, ⲟⲩⲱ																	
829	ỉyr	*ꜣayyāli				cerf; biche	62	very_likely	same	ⲉⲉⲓⲟⲩⲗ, ⲉⲓⲟⲩⲗ, ⲉⲓⲉⲟⲩⲗ, ⲓⲟⲩⲗ	ⲉⲟⲩⲗ																	
830	ỉyr	*ꜣayl-a				bélier	155	very_likely	same	ⲟⲉⲓⲗⲉ																		
831	ꜣsy					dommage; perte; amende	155	very_likely	same	ⲟⲥⲉ	ⲟⲥⲓ																	
834	ỉꜣ.t	*ỉūꜣ.t'=		f	prepron.	dos	248	very_likely	same	ⲱⲱ'=, ⲓⲱⲱ'=	ⲱⲧ'=	ⲟⲟ'=, ⲱⲱ'=	ⲱⲱ'=		ⲱⲱ'=, ⲱⲱⲧ'=													
836	ỉꜣb.t-y	*yaꜥìbtiy			nisbe	oriental; Orient	40	very_likely	same		ⲉⲓⲉⲃⲧ																	
837	ỉꜣb	*yiꜣba.t		f		pus; maladie	62	very_likely	same	ⲉⲓⲁⲁⲃⲉ	ⲓⲁⲃⲓ																	
838	ỉꜣd.t			f		filet	18	reconstruction_unclear	same				ⲁⲧⲉ															
839	ꜣḫy	*ꜣaḫū				pré marécageux; joncs	21	very_likely	same	ⲁϩⲣ, ⲁϩⲣⲉ	ⲁϧⲓ, ⲁⲭⲓ																	
840	ỉꜣq.t	*ỉaꜣīqa.t		f		poireau	56	very_likely	same	ⲏϭⲉ, ⲏϭⲉ																		
842	ỉꜣrr.t	*yaꜣlaly-a.t		f	part.|pass. ?	raisin; grappe de raisin; dep de vigne	41	very_likely	same	ⲉⲗⲟⲟⲗⲉ	ⲁⲗⲟⲗⲓ	ⲉⲗⲁⲁⲗⲉ	ⲗⲗⲟⲟⲗⲉ		ⲁⲗⲁⲁⲗⲓ													
843	ỉꜣs	*jāꜣis				chauve	237	very_likely	same	ⲟⲩⲥ																		
844	ỉꜥy				inf.	laver	60	very_likely	same	ⲉⲓⲟⲩⲉ, ⲉⲓⲱ	ⲓⲱ, ⲓⲱⲓ	ⲓⲱⲓ	ⲓⲟⲩⲉ, ⲓⲱⲉ		ⲓⲱⲱⲓ													
845	ỉꜥf				inf.	retordre	252	very_likely	same	ⲱϥ, ⲱϥⲉ	ⲱϥ, ⲱϥⲓ																	
846	ỉꜥḥ					lune	69	very_likely	same	ⲟⲟϩ	ⲓⲟϩ	ⲟⲟϩ	ⲟⲟϩ		ⲁⲁϩ			ⲉⲱϩ, ⲓⲱϩ										
847	ꜥnr	*ꜥènyĕw	pl			singe	53	very_likely	same		ⲉⲛ							ⲉⲉⲛ, ⲉⲛ										
